item_id,source_video_id,scheme,stratum,benchmark
lvbench:37,Za2Z_JRxCuk,tag_present,temporal grounding,lvbench
lvbench:37,Za2Z_JRxCuk,tag_present,event understanding,lvbench
lvbench:3646,rSE2YPcv89U,tag_present,entity recognition,lvbench
lvbench:5075,vHlSoxg8WHo,tag_present,temporal grounding,lvbench
lvbench:5075,vHlSoxg8WHo,tag_present,event understanding,lvbench
lvbench:4198,Z86xysw5Ncc,tag_present,temporal grounding,lvbench
lvbench:4198,Z86xysw5Ncc,tag_present,event understanding,lvbench
lvbench:2672,tH_5YbklevQ,tag_present,entity recognition,lvbench
lvbench:2672,tH_5YbklevQ,tag_present,key information retrieval,lvbench
lvbench:4471,CgvJqGxzRfE,tag_present,entity recognition,lvbench
lvbench:614,S8vPx-u9p_A,tag_present,entity recognition,lvbench
lvbench:2245,16Z-XQh9jhk,tag_present,temporal grounding,lvbench
lvbench:2245,16Z-XQh9jhk,tag_present,event understanding,lvbench
lvbench:2468,QWXlvx1GoTY,tag_present,entity recognition,lvbench
lvbench:4847,NzCO0G8AGLU,tag_present,entity recognition,lvbench
lvbench:2783,RbpKkvlHYTw,tag_present,event understanding,lvbench
lvbench:2783,RbpKkvlHYTw,tag_present,key information retrieval,lvbench
lvbench:2362,xECIRjlxM3U,tag_present,temporal grounding,lvbench
lvbench:2362,xECIRjlxM3U,tag_present,event understanding,lvbench
lvbench:1678,t-RtDI2RWQs,tag_present,event understanding,lvbench
lvbench:1678,t-RtDI2RWQs,tag_present,key information retrieval,lvbench
lvbench:638,QgWRyDV9Ozs,tag_present,temporal grounding,lvbench
lvbench:638,QgWRyDV9Ozs,tag_present,event understanding,lvbench
lvbench:4319,2LH3JCGkEBU,tag_present,event understanding,lvbench
lvbench:1193,KktLi3UifPY,tag_present,event understanding,lvbench
lvbench:2599,KbahC-QCKU8,tag_present,temporal grounding,lvbench
lvbench:2599,KbahC-QCKU8,tag_present,summarization,lvbench
lvbench:4305,2LH3JCGkEBU,tag_present,event understanding,lvbench
lvbench:1605,ihfjEFGdZdc,tag_present,entity recognition,lvbench
lvbench:3188,uusf1qG_uZ4,tag_present,entity recognition,lvbench
lvbench:2092,f8DKD78BrQA,tag_present,event understanding,lvbench
lvbench:4212,Z86xysw5Ncc,tag_present,event understanding,lvbench
lvbench:4212,Z86xysw5Ncc,tag_present,key information retrieval,lvbench
lvbench:1957,8QdE--Y-x7U,tag_present,entity recognition,lvbench
lvbench:4506,EwskdNETNx8,tag_present,key information retrieval,lvbench
lvbench:4506,EwskdNETNx8,tag_present,summarization,lvbench
lvbench:1697,t-RtDI2RWQs,tag_present,event understanding,lvbench
lvbench:2804,RbpKkvlHYTw,tag_present,key information retrieval,lvbench
lvbench:3444,gbDR39yIs3Y,tag_present,event understanding,lvbench
lvbench:3444,gbDR39yIs3Y,tag_present,summarization,lvbench
lvbench:5078,vHlSoxg8WHo,tag_present,reasoning,lvbench
lvbench:4607,9tBsMSDoDqk,tag_present,temporal grounding,lvbench
lvbench:4607,9tBsMSDoDqk,tag_present,event understanding,lvbench
lvbench:510,2sriHX3PbXw,tag_present,entity recognition,lvbench
lvbench:4090,VTCDQYYKA9o,tag_present,event understanding,lvbench
lvbench:4738,k2FIFQIYBvA,tag_present,entity recognition,lvbench
lvbench:633,QgWRyDV9Ozs,tag_present,entity recognition,lvbench
lvbench:3036,iA_69g87Ilw,tag_present,entity recognition,lvbench
lvbench:3036,iA_69g87Ilw,tag_present,key information retrieval,lvbench
lvbench:1354,uW9mcG0rdLY,tag_present,temporal grounding,lvbench
lvbench:1354,uW9mcG0rdLY,tag_present,reasoning,lvbench
lvbench:1964,8QdE--Y-x7U,tag_present,reasoning,lvbench
lvbench:1964,8QdE--Y-x7U,tag_present,entity recognition,lvbench
lvbench:735,pXD3txG2bVQ,tag_present,event understanding,lvbench
lvbench:4015,JlrzSvCsIjE,tag_present,summarization,lvbench
lvbench:4794,AeEYQ62t8hA,tag_present,event understanding,lvbench
lvbench:4977,W-BnDvXXfOs,tag_present,entity recognition,lvbench
lvbench:3082,wgBlACG927Y,tag_present,summarization,lvbench
lvbench:307,qYMnM5blZIE,tag_present,entity recognition,lvbench
lvbench:2153,rk24OUu_kJQ,tag_present,event understanding,lvbench
lvbench:5132,JTa_Ue2MSwc,tag_present,event understanding,lvbench
lvbench:5132,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:2913,RCAqKnvu_P0,tag_present,event understanding,lvbench
lvbench:5161,20lTg3yUrO4,tag_present,event understanding,lvbench
lvbench:252,TJR1oYDDTwg,tag_present,reasoning,lvbench
lvbench:252,TJR1oYDDTwg,tag_present,entity recognition,lvbench
lvbench:3633,rSE2YPcv89U,tag_present,key information retrieval,lvbench
lvbench:4490,EwskdNETNx8,tag_present,entity recognition,lvbench
lvbench:2453,QWXlvx1GoTY,tag_present,entity recognition,lvbench
lvbench:4197,Z86xysw5Ncc,tag_present,key information retrieval,lvbench
lvbench:5069,vHlSoxg8WHo,tag_present,event understanding,lvbench
lvbench:3131,2zkJFv-ro4A,tag_present,entity recognition,lvbench
lvbench:5256,moALQl818ZY,tag_present,entity recognition,lvbench
lvbench:5256,moALQl818ZY,tag_present,key information retrieval,lvbench
lvbench:4086,VTCDQYYKA9o,tag_present,temporal grounding,lvbench
lvbench:4086,VTCDQYYKA9o,tag_present,event understanding,lvbench
lvbench:2407,o-gLbgpzCc8,tag_present,entity recognition,lvbench
lvbench:1326,wNCPgIVz15c,tag_present,entity recognition,lvbench
lvbench:4783,AeEYQ62t8hA,tag_present,event understanding,lvbench
lvbench:1234,aJI8XTa_DII,tag_present,entity recognition,lvbench
lvbench:1601,ihfjEFGdZdc,tag_present,temporal grounding,lvbench
lvbench:1601,ihfjEFGdZdc,tag_present,reasoning,lvbench
lvbench:800,XNtNNplAwiI,tag_present,event understanding,lvbench
lvbench:2164,rk24OUu_kJQ,tag_present,entity recognition,lvbench
lvbench:1352,uW9mcG0rdLY,tag_present,temporal grounding,lvbench
lvbench:1352,uW9mcG0rdLY,tag_present,entity recognition,lvbench
lvbench:529,2sriHX3PbXw,tag_present,reasoning,lvbench
lvbench:3166,uusf1qG_uZ4,tag_present,entity recognition,lvbench
lvbench:1083,xi6r3hZe5Tg,tag_present,event understanding,lvbench
lvbench:1083,xi6r3hZe5Tg,tag_present,entity recognition,lvbench
lvbench:1083,xi6r3hZe5Tg,tag_present,key information retrieval,lvbench
lvbench:4599,9tBsMSDoDqk,tag_present,temporal grounding,lvbench
lvbench:4599,9tBsMSDoDqk,tag_present,event understanding,lvbench
lvbench:52,Za2Z_JRxCuk,tag_present,summarization,lvbench
lvbench:2819,Mcggugol2ts,tag_present,event understanding,lvbench
lvbench:2651,hROKtPqktO8,tag_present,temporal grounding,lvbench
lvbench:2651,hROKtPqktO8,tag_present,entity recognition,lvbench
lvbench:403,HfEVEGf1A8Q,tag_present,event understanding,lvbench
lvbench:2096,FaV0tIaWWEg,tag_present,key information retrieval,lvbench
lvbench:1856,8NHmfpkxTSw,tag_present,entity recognition,lvbench
lvbench:3329,Va_9Q6ekm60,tag_present,summarization,lvbench
lvbench:1583,ihfjEFGdZdc,tag_present,entity recognition,lvbench
lvbench:4243,hjoDzK0siaM,tag_present,event understanding,lvbench
lvbench:4725,k2FIFQIYBvA,tag_present,entity recognition,lvbench
lvbench:5150,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:2259,16Z-XQh9jhk,tag_present,event understanding,lvbench
lvbench:2303,idZkam9zqAs,tag_present,entity recognition,lvbench
lvbench:3439,gbDR39yIs3Y,tag_present,temporal grounding,lvbench
lvbench:3439,gbDR39yIs3Y,tag_present,reasoning,lvbench
lvbench:4748,sk00epALZps,tag_present,temporal grounding,lvbench
lvbench:4748,sk00epALZps,tag_present,entity recognition,lvbench
lvbench:2894,_T2Avd3tFHc,tag_present,event understanding,lvbench
lvbench:2894,_T2Avd3tFHc,tag_present,entity recognition,lvbench
lvbench:2084,f8DKD78BrQA,tag_present,key information retrieval,lvbench
lvbench:1596,ihfjEFGdZdc,tag_present,entity recognition,lvbench
lvbench:4128,rp4NKWb7dXk,tag_present,entity recognition,lvbench
lvbench:4075,cWEnogdsW78,tag_present,event understanding,lvbench
lvbench:5257,moALQl818ZY,tag_present,key information retrieval,lvbench
lvbench:3649,rSE2YPcv89U,tag_present,event understanding,lvbench
lvbench:274,TJR1oYDDTwg,tag_present,entity recognition,lvbench
lvbench:4223,hjoDzK0siaM,tag_present,key information retrieval,lvbench
lvbench:2665,tH_5YbklevQ,tag_present,event understanding,lvbench
lvbench:3314,Va_9Q6ekm60,tag_present,event understanding,lvbench
lvbench:3314,Va_9Q6ekm60,tag_present,entity recognition,lvbench
lvbench:2584,KbahC-QCKU8,tag_present,event understanding,lvbench
lvbench:2584,KbahC-QCKU8,tag_present,entity recognition,lvbench
lvbench:2120,FaV0tIaWWEg,tag_present,entity recognition,lvbench
lvbench:1225,aJI8XTa_DII,tag_present,entity recognition,lvbench
lvbench:1192,KktLi3UifPY,tag_present,reasoning,lvbench
lvbench:1180,KktLi3UifPY,tag_present,event understanding,lvbench
lvbench:5048,Vk_Af0htZGU,tag_present,temporal grounding,lvbench
lvbench:5048,Vk_Af0htZGU,tag_present,event understanding,lvbench
lvbench:2763,evYm0cELO3I,tag_present,temporal grounding,lvbench
lvbench:2763,evYm0cELO3I,tag_present,event understanding,lvbench
lvbench:1425,TZ0j6kr4ZJ0,tag_present,event understanding,lvbench
lvbench:1425,TZ0j6kr4ZJ0,tag_present,entity recognition,lvbench
lvbench:3976,tKIFQI9cH2c,tag_present,event understanding,lvbench
lvbench:4350,9-gOCOu_KGU,tag_present,reasoning,lvbench
lvbench:4350,9-gOCOu_KGU,tag_present,key information retrieval,lvbench
lvbench:4005,JlrzSvCsIjE,tag_present,summarization,lvbench
lvbench:4201,Z86xysw5Ncc,tag_present,reasoning,lvbench
lvbench:4201,Z86xysw5Ncc,tag_present,event understanding,lvbench
lvbench:4201,Z86xysw5Ncc,tag_present,key information retrieval,lvbench
lvbench:1562,IsdbCjlZ5cQ,tag_present,entity recognition,lvbench
lvbench:3397,3_upA09AntU,tag_present,reasoning,lvbench
lvbench:3397,3_upA09AntU,tag_present,entity recognition,lvbench
lvbench:13,qAIRFyR6NyQ,tag_present,temporal grounding,lvbench
lvbench:13,qAIRFyR6NyQ,tag_present,reasoning,lvbench
lvbench:3961,Xjf5N9S3jAA,tag_present,reasoning,lvbench
lvbench:1821,7HjNIPIgUg4,tag_present,entity recognition,lvbench
lvbench:1125,Z4HGQL_McDQ,tag_present,temporal grounding,lvbench
lvbench:1125,Z4HGQL_McDQ,tag_present,event understanding,lvbench
lvbench:41,Za2Z_JRxCuk,tag_present,temporal grounding,lvbench
lvbench:41,Za2Z_JRxCuk,tag_present,event understanding,lvbench
lvbench:4146,Aiem1w_TvaA,tag_present,event understanding,lvbench
lvbench:918,5dZ_lvDgevk,tag_present,event understanding,lvbench
lvbench:1896,YlQugR7KSKg,tag_present,temporal grounding,lvbench
lvbench:1896,YlQugR7KSKg,tag_present,entity recognition,lvbench
lvbench:3640,rSE2YPcv89U,tag_present,key information retrieval,lvbench
lvbench:1909,lDlA7cfNk8A,tag_present,entity recognition,lvbench
lvbench:1890,YlQugR7KSKg,tag_present,temporal grounding,lvbench
lvbench:1890,YlQugR7KSKg,tag_present,key information retrieval,lvbench
lvbench:17,qAIRFyR6NyQ,tag_present,key information retrieval,lvbench
lvbench:1915,lDlA7cfNk8A,tag_present,entity recognition,lvbench
lvbench:4207,Z86xysw5Ncc,tag_present,key information retrieval,lvbench
lvbench:1569,IsdbCjlZ5cQ,tag_present,entity recognition,lvbench
lvbench:806,XNtNNplAwiI,tag_present,event understanding,lvbench
lvbench:2179,rk24OUu_kJQ,tag_present,entity recognition,lvbench
lvbench:3097,wgBlACG927Y,tag_present,reasoning,lvbench
lvbench:4055,cXDT44zT8JY,tag_present,reasoning,lvbench
lvbench:1136,Z4HGQL_McDQ,tag_present,summarization,lvbench
lvbench:277,TJR1oYDDTwg,tag_present,event understanding,lvbench
lvbench:738,pXD3txG2bVQ,tag_present,event understanding,lvbench
lvbench:63,Cm73ma6Ibcs,tag_present,entity recognition,lvbench
lvbench:4133,rp4NKWb7dXk,tag_present,event understanding,lvbench
lvbench:294,qYMnM5blZIE,tag_present,event understanding,lvbench
lvbench:294,qYMnM5blZIE,tag_present,summarization,lvbench
lvbench:4730,k2FIFQIYBvA,tag_present,event understanding,lvbench
lvbench:1744,-WnyRMZqV1U,tag_present,event understanding,lvbench
lvbench:1744,-WnyRMZqV1U,tag_present,key information retrieval,lvbench
lvbench:2268,16Z-XQh9jhk,tag_present,entity recognition,lvbench
lvbench:3475,jp2M1hIEtsk,tag_present,event understanding,lvbench
lvbench:491,SRq0weUKskM,tag_present,reasoning,lvbench
lvbench:491,SRq0weUKskM,tag_present,event understanding,lvbench
lvbench:2079,f8DKD78BrQA,tag_present,entity recognition,lvbench
lvbench:2079,f8DKD78BrQA,tag_present,key information retrieval,lvbench
lvbench:135,q01CUy_gwdU,tag_present,temporal grounding,lvbench
lvbench:135,q01CUy_gwdU,tag_present,reasoning,lvbench
lvbench:135,q01CUy_gwdU,tag_present,event understanding,lvbench
lvbench:1829,7HjNIPIgUg4,tag_present,reasoning,lvbench
lvbench:1829,7HjNIPIgUg4,tag_present,event understanding,lvbench
lvbench:2390,xECIRjlxM3U,tag_present,event understanding,lvbench
lvbench:412,HfEVEGf1A8Q,tag_present,event understanding,lvbench
lvbench:3787,T1yhBv1ytzw,tag_present,entity recognition,lvbench
lvbench:2265,16Z-XQh9jhk,tag_present,entity recognition,lvbench
lvbench:126,q01CUy_gwdU,tag_present,entity recognition,lvbench
lvbench:2597,KbahC-QCKU8,tag_present,temporal grounding,lvbench
lvbench:2597,KbahC-QCKU8,tag_present,reasoning,lvbench
lvbench:416,HfEVEGf1A8Q,tag_present,entity recognition,lvbench
lvbench:2293,idZkam9zqAs,tag_present,key information retrieval,lvbench
lvbench:503,2sriHX3PbXw,tag_present,entity recognition,lvbench
lvbench:2807,RbpKkvlHYTw,tag_present,reasoning,lvbench
lvbench:4331,9-gOCOu_KGU,tag_present,key information retrieval,lvbench
lvbench:2256,16Z-XQh9jhk,tag_present,temporal grounding,lvbench
lvbench:2256,16Z-XQh9jhk,tag_present,entity recognition,lvbench
lvbench:2832,Mcggugol2ts,tag_present,key information retrieval,lvbench
lvbench:531,2sriHX3PbXw,tag_present,key information retrieval,lvbench
lvbench:2915,RCAqKnvu_P0,tag_present,event understanding,lvbench
lvbench:4849,NzCO0G8AGLU,tag_present,event understanding,lvbench
lvbench:4747,sk00epALZps,tag_present,reasoning,lvbench
lvbench:54,Za2Z_JRxCuk,tag_present,event understanding,lvbench
lvbench:4182,KLIa2UaE2KE,tag_present,key information retrieval,lvbench
lvbench:1928,lDlA7cfNk8A,tag_present,entity recognition,lvbench
lvbench:4472,CgvJqGxzRfE,tag_present,event understanding,lvbench
lvbench:4472,CgvJqGxzRfE,tag_present,entity recognition,lvbench
lvbench:4472,CgvJqGxzRfE,tag_present,key information retrieval,lvbench
lvbench:1629,vaL_vSdZKZo,tag_present,event understanding,lvbench
lvbench:3176,uusf1qG_uZ4,tag_present,event understanding,lvbench
lvbench:3176,uusf1qG_uZ4,tag_present,entity recognition,lvbench
lvbench:3462,jp2M1hIEtsk,tag_present,entity recognition,lvbench
lvbench:2805,RbpKkvlHYTw,tag_present,event understanding,lvbench
lvbench:2805,RbpKkvlHYTw,tag_present,entity recognition,lvbench
lvbench:62,Cm73ma6Ibcs,tag_present,event understanding,lvbench
lvbench:4792,AeEYQ62t8hA,tag_present,event understanding,lvbench
lvbench:4831,NzCO0G8AGLU,tag_present,reasoning,lvbench
lvbench:3223,LLSJrEgOOtw,tag_present,event understanding,lvbench
lvbench:1128,Z4HGQL_McDQ,tag_present,entity recognition,lvbench
lvbench:3174,uusf1qG_uZ4,tag_present,entity recognition,lvbench
lvbench:3413,1FsiZgGZU70,tag_present,reasoning,lvbench
lvbench:4339,9-gOCOu_KGU,tag_present,entity recognition,lvbench
lvbench:4339,9-gOCOu_KGU,tag_present,key information retrieval,lvbench
lvbench:2250,16Z-XQh9jhk,tag_present,temporal grounding,lvbench
lvbench:2250,16Z-XQh9jhk,tag_present,entity recognition,lvbench
lvbench:133,q01CUy_gwdU,tag_present,temporal grounding,lvbench
lvbench:133,q01CUy_gwdU,tag_present,summarization,lvbench
lvbench:4498,EwskdNETNx8,tag_present,temporal grounding,lvbench
lvbench:4498,EwskdNETNx8,tag_present,event understanding,lvbench
lvbench:753,pXD3txG2bVQ,tag_present,event understanding,lvbench
lvbench:2502,QB7FoIpx8os,tag_present,entity recognition,lvbench
lvbench:3453,gbDR39yIs3Y,tag_present,event understanding,lvbench
lvbench:3027,iA_69g87Ilw,tag_present,event understanding,lvbench
lvbench:4683,vZV2WCKMsKs,tag_present,entity recognition,lvbench
lvbench:2176,rk24OUu_kJQ,tag_present,entity recognition,lvbench
lvbench:487,SRq0weUKskM,tag_present,entity recognition,lvbench
lvbench:2573,-hgaSElC3wU,tag_present,entity recognition,lvbench
lvbench:848,TiQBTesZUJQ,tag_present,event understanding,lvbench
lvbench:848,TiQBTesZUJQ,tag_present,entity recognition,lvbench
lvbench:2480,QB7FoIpx8os,tag_present,key information retrieval,lvbench
lvbench:3420,1FsiZgGZU70,tag_present,reasoning,lvbench
lvbench:3420,1FsiZgGZU70,tag_present,entity recognition,lvbench
lvbench:2882,_T2Avd3tFHc,tag_present,event understanding,lvbench
lvbench:2882,_T2Avd3tFHc,tag_present,entity recognition,lvbench
lvbench:297,qYMnM5blZIE,tag_present,event understanding,lvbench
lvbench:2779,evYm0cELO3I,tag_present,temporal grounding,lvbench
lvbench:2779,evYm0cELO3I,tag_present,event understanding,lvbench
lvbench:2767,evYm0cELO3I,tag_present,entity recognition,lvbench
lvbench:1099,EpMLAQbSYAw,tag_present,key information retrieval,lvbench
lvbench:3383,3_upA09AntU,tag_present,event understanding,lvbench
lvbench:3186,uusf1qG_uZ4,tag_present,entity recognition,lvbench
lvbench:657,_zrgbA3FMVE,tag_present,event understanding,lvbench
lvbench:4691,vZV2WCKMsKs,tag_present,entity recognition,lvbench
lvbench:3419,1FsiZgGZU70,tag_present,event understanding,lvbench
lvbench:3419,1FsiZgGZU70,tag_present,entity recognition,lvbench
lvbench:3167,uusf1qG_uZ4,tag_present,reasoning,lvbench
lvbench:1886,YlQugR7KSKg,tag_present,entity recognition,lvbench
lvbench:4982,4LA_tH-VSnQ,tag_present,entity recognition,lvbench
lvbench:736,pXD3txG2bVQ,tag_present,event understanding,lvbench
lvbench:4980,W-BnDvXXfOs,tag_present,event understanding,lvbench
lvbench:4980,W-BnDvXXfOs,tag_present,entity recognition,lvbench
lvbench:4188,KLIa2UaE2KE,tag_present,event understanding,lvbench
lvbench:2291,idZkam9zqAs,tag_present,entity recognition,lvbench
lvbench:3785,T1yhBv1ytzw,tag_present,entity recognition,lvbench
lvbench:1680,t-RtDI2RWQs,tag_present,summarization,lvbench
lvbench:601,S8vPx-u9p_A,tag_present,event understanding,lvbench
lvbench:4132,rp4NKWb7dXk,tag_present,entity recognition,lvbench
lvbench:5129,JTa_Ue2MSwc,tag_present,entity recognition,lvbench
lvbench:5129,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:4972,W-BnDvXXfOs,tag_present,key information retrieval,lvbench
lvbench:50,Za2Z_JRxCuk,tag_present,reasoning,lvbench
lvbench:5253,moALQl818ZY,tag_present,temporal grounding,lvbench
lvbench:5253,moALQl818ZY,tag_present,entity recognition,lvbench
lvbench:2689,tH_5YbklevQ,tag_present,reasoning,lvbench
lvbench:3446,gbDR39yIs3Y,tag_present,event understanding,lvbench
lvbench:3446,gbDR39yIs3Y,tag_present,entity recognition,lvbench
lvbench:3335,O14bbpvy2x0,tag_present,event understanding,lvbench
lvbench:4325,2LH3JCGkEBU,tag_present,event understanding,lvbench
lvbench:2728,USfvmoalqsw,tag_present,reasoning,lvbench
lvbench:4058,cWEnogdsW78,tag_present,entity recognition,lvbench
lvbench:5127,JTa_Ue2MSwc,tag_present,entity recognition,lvbench
lvbench:5127,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:803,XNtNNplAwiI,tag_present,entity recognition,lvbench
lvbench:2262,16Z-XQh9jhk,tag_present,entity recognition,lvbench
lvbench:2271,16Z-XQh9jhk,tag_present,reasoning,lvbench
lvbench:1861,8NHmfpkxTSw,tag_present,key information retrieval,lvbench
lvbench:4969,W-BnDvXXfOs,tag_present,event understanding,lvbench
lvbench:1679,t-RtDI2RWQs,tag_present,event understanding,lvbench
lvbench:1679,t-RtDI2RWQs,tag_present,key information retrieval,lvbench
lvbench:3098,wgBlACG927Y,tag_present,entity recognition,lvbench
lvbench:2479,QB7FoIpx8os,tag_present,entity recognition,lvbench
lvbench:3997,tKIFQI9cH2c,tag_present,key information retrieval,lvbench
lvbench:3791,T1yhBv1ytzw,tag_present,key information retrieval,lvbench
lvbench:3490,jp2M1hIEtsk,tag_present,event understanding,lvbench
lvbench:3472,jp2M1hIEtsk,tag_present,temporal grounding,lvbench
lvbench:3472,jp2M1hIEtsk,tag_present,summarization,lvbench
lvbench:2795,RbpKkvlHYTw,tag_present,event understanding,lvbench
lvbench:1132,Z4HGQL_McDQ,tag_present,key information retrieval,lvbench
lvbench:2815,Mcggugol2ts,tag_present,event understanding,lvbench
lvbench:5142,JTa_Ue2MSwc,tag_present,event understanding,lvbench
lvbench:5142,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:5061,Vk_Af0htZGU,tag_present,entity recognition,lvbench
lvbench:3347,O14bbpvy2x0,tag_present,entity recognition,lvbench
lvbench:3377,3_upA09AntU,tag_present,event understanding,lvbench
lvbench:3377,3_upA09AntU,tag_present,key information retrieval,lvbench
lvbench:4104,VTCDQYYKA9o,tag_present,entity recognition,lvbench
lvbench:2099,FaV0tIaWWEg,tag_present,entity recognition,lvbench
lvbench:767,RjDrZkBwzho,tag_present,entity recognition,lvbench
lvbench:2568,-hgaSElC3wU,tag_present,reasoning,lvbench
lvbench:2568,-hgaSElC3wU,tag_present,event understanding,lvbench
lvbench:2568,-hgaSElC3wU,tag_present,entity recognition,lvbench
lvbench:5086,vHlSoxg8WHo,tag_present,key information retrieval,lvbench
lvbench:4320,2LH3JCGkEBU,tag_present,event understanding,lvbench
lvbench:3939,Hf-n1yfd8II,tag_present,entity recognition,lvbench
lvbench:594,S8vPx-u9p_A,tag_present,event understanding,lvbench
lvbench:1558,IsdbCjlZ5cQ,tag_present,entity recognition,lvbench
lvbench:2790,RbpKkvlHYTw,tag_present,temporal grounding,lvbench
lvbench:2790,RbpKkvlHYTw,tag_present,entity recognition,lvbench
lvbench:3045,iA_69g87Ilw,tag_present,event understanding,lvbench
lvbench:3352,O14bbpvy2x0,tag_present,event understanding,lvbench
lvbench:3336,O14bbpvy2x0,tag_present,event understanding,lvbench
lvbench:3783,T1yhBv1ytzw,tag_present,temporal grounding,lvbench
lvbench:3783,T1yhBv1ytzw,tag_present,entity recognition,lvbench
lvbench:752,pXD3txG2bVQ,tag_present,entity recognition,lvbench
lvbench:3361,O14bbpvy2x0,tag_present,entity recognition,lvbench
lvbench:2606,KbahC-QCKU8,tag_present,event understanding,lvbench
lvbench:602,S8vPx-u9p_A,tag_present,entity recognition,lvbench
lvbench:728,pXD3txG2bVQ,tag_present,event understanding,lvbench
lvbench:900,5dZ_lvDgevk,tag_present,key information retrieval,lvbench
lvbench:3416,1FsiZgGZU70,tag_present,entity recognition,lvbench
lvbench:1626,vaL_vSdZKZo,tag_present,entity recognition,lvbench
lvbench:26,Za2Z_JRxCuk,tag_present,key information retrieval,lvbench
lvbench:417,HfEVEGf1A8Q,tag_present,event understanding,lvbench
lvbench:417,HfEVEGf1A8Q,tag_present,entity recognition,lvbench
lvbench:117,q01CUy_gwdU,tag_present,event understanding,lvbench
lvbench:912,5dZ_lvDgevk,tag_present,event understanding,lvbench
lvbench:302,qYMnM5blZIE,tag_present,event understanding,lvbench
lvbench:1636,vaL_vSdZKZo,tag_present,event understanding,lvbench
lvbench:357,gXnhqF0TqqI,tag_present,temporal grounding,lvbench
lvbench:357,gXnhqF0TqqI,tag_present,event understanding,lvbench
lvbench:19,qAIRFyR6NyQ,tag_present,event understanding,lvbench
lvbench:3425,1FsiZgGZU70,tag_present,reasoning,lvbench
lvbench:3425,1FsiZgGZU70,tag_present,entity recognition,lvbench
lvbench:1097,EpMLAQbSYAw,tag_present,entity recognition,lvbench
lvbench:398,HfEVEGf1A8Q,tag_present,entity recognition,lvbench
lvbench:1757,-WnyRMZqV1U,tag_present,event understanding,lvbench
lvbench:1757,-WnyRMZqV1U,tag_present,entity recognition,lvbench
lvbench:4114,rp4NKWb7dXk,tag_present,event understanding,lvbench
lvbench:1855,8NHmfpkxTSw,tag_present,entity recognition,lvbench
lvbench:3988,tKIFQI9cH2c,tag_present,event understanding,lvbench
lvbench:10,qAIRFyR6NyQ,tag_present,reasoning,lvbench
lvbench:1130,Z4HGQL_McDQ,tag_present,event understanding,lvbench
lvbench:916,5dZ_lvDgevk,tag_present,temporal grounding,lvbench
lvbench:916,5dZ_lvDgevk,tag_present,reasoning,lvbench
lvbench:1320,wNCPgIVz15c,tag_present,entity recognition,lvbench
lvbench:4345,9-gOCOu_KGU,tag_present,entity recognition,lvbench
lvbench:4345,9-gOCOu_KGU,tag_present,key information retrieval,lvbench
lvbench:3248,LLSJrEgOOtw,tag_present,temporal grounding,lvbench
lvbench:3248,LLSJrEgOOtw,tag_present,key information retrieval,lvbench
lvbench:1830,7HjNIPIgUg4,tag_present,event understanding,lvbench
lvbench:3535,oZEVgDXJwCc,tag_present,reasoning,lvbench
lvbench:4169,KLIa2UaE2KE,tag_present,key information retrieval,lvbench
lvbench:2121,FaV0tIaWWEg,tag_present,event understanding,lvbench
lvbench:5148,JTa_Ue2MSwc,tag_present,event understanding,lvbench
lvbench:5148,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:4845,NzCO0G8AGLU,tag_present,entity recognition,lvbench
lvbench:3455,gbDR39yIs3Y,tag_present,reasoning,lvbench
lvbench:3455,gbDR39yIs3Y,tag_present,key information retrieval,lvbench
lvbench:82,Cm73ma6Ibcs,tag_present,event understanding,lvbench
lvbench:304,qYMnM5blZIE,tag_present,event understanding,lvbench
lvbench:2883,_T2Avd3tFHc,tag_present,entity recognition,lvbench
lvbench:516,2sriHX3PbXw,tag_present,event understanding,lvbench
lvbench:516,2sriHX3PbXw,tag_present,entity recognition,lvbench
lvbench:3802,T1yhBv1ytzw,tag_present,event understanding,lvbench
lvbench:3802,T1yhBv1ytzw,tag_present,key information retrieval,lvbench
lvbench:4724,k2FIFQIYBvA,tag_present,key information retrieval,lvbench
lvbench:4717,k2FIFQIYBvA,tag_present,event understanding,lvbench
lvbench:1229,aJI8XTa_DII,tag_present,entity recognition,lvbench
lvbench:2900,RCAqKnvu_P0,tag_present,reasoning,lvbench
lvbench:2900,RCAqKnvu_P0,tag_present,key information retrieval,lvbench
lvbench:5171,20lTg3yUrO4,tag_present,event understanding,lvbench
lvbench:4054,cXDT44zT8JY,tag_present,temporal grounding,lvbench
lvbench:4054,cXDT44zT8JY,tag_present,entity recognition,lvbench
lvbench:4961,W-BnDvXXfOs,tag_present,key information retrieval,lvbench
lvbench:2283,idZkam9zqAs,tag_present,entity recognition,lvbench
lvbench:5260,moALQl818ZY,tag_present,event understanding,lvbench
lvbench:2601,KbahC-QCKU8,tag_present,reasoning,lvbench
lvbench:2601,KbahC-QCKU8,tag_present,event understanding,lvbench
