item_id,benchmark,condition,selected_candidate_indices
lvbench:38,lvbench,mdp3_8,"[21, 25, 26, 28, 31, 45, 52, 60]"
lvbench:38,lvbench,plain_dpp_8,"[1, 21, 25, 26, 28, 31, 51, 62]"
lvbench:3919,lvbench,mdp3_8,"[2, 6, 26, 28, 35, 42, 52, 63]"
lvbench:3919,lvbench,plain_dpp_8,"[2, 3, 32, 35, 42, 44, 52, 63]"
lvbench:3924,lvbench,mdp3_8,"[1, 2, 10, 12, 26, 42, 53, 58]"
lvbench:3924,lvbench,plain_dpp_8,"[2, 10, 12, 26, 39, 42, 53, 58]"
lvbench:3927,lvbench,mdp3_8,"[3, 5, 12, 28, 29, 43, 55, 58]"
lvbench:3927,lvbench,plain_dpp_8,"[2, 3, 10, 12, 28, 52, 57, 58]"
lvbench:3934,lvbench,mdp3_8,"[9, 10, 27, 28, 35, 39, 41, 56]"
lvbench:3934,lvbench,plain_dpp_8,"[2, 10, 12, 27, 28, 35, 39, 41]"
lvbench:3937,lvbench,mdp3_8,"[3, 6, 12, 26, 35, 42, 52, 58]"
lvbench:3937,lvbench,plain_dpp_8,"[2, 3, 6, 12, 26, 35, 52, 58]"
lvbench:3939,lvbench,mdp3_8,"[0, 2, 3, 10, 12, 27, 55, 61]"
lvbench:3939,lvbench,plain_dpp_8,"[0, 1, 2, 3, 10, 12, 27, 61]"
lvbench:3961,lvbench,mdp3_8,"[8, 18, 20, 23, 30, 38, 40, 55]"
lvbench:3961,lvbench,plain_dpp_8,"[8, 18, 30, 34, 38, 40, 53, 55]"
lvbench:3976,lvbench,mdp3_8,"[0, 18, 20, 27, 35, 37, 38, 63]"
lvbench:3976,lvbench,plain_dpp_8,"[0, 18, 20, 21, 27, 31, 38, 63]"
lvbench:3978,lvbench,mdp3_8,"[20, 22, 26, 37, 38, 51, 58, 62]"
lvbench:3978,lvbench,plain_dpp_8,"[0, 20, 21, 26, 38, 58, 62, 63]"
lvbench:398,lvbench,mdp3_8,"[14, 20, 24, 30, 39, 48, 56, 59]"
lvbench:398,lvbench,plain_dpp_8,"[14, 20, 30, 39, 44, 48, 49, 57]"
lvbench:3988,lvbench,mdp3_8,"[7, 9, 19, 20, 21, 51, 53, 59]"
lvbench:3988,lvbench,plain_dpp_8,"[9, 20, 21, 23, 28, 51, 59, 63]"
lvbench:399,lvbench,mdp3_8,"[14, 24, 30, 31, 39, 48, 56, 59]"
lvbench:399,lvbench,plain_dpp_8,"[10, 11, 14, 24, 30, 31, 39, 56]"
lvbench:3997,lvbench,mdp3_8,"[20, 21, 26, 27, 37, 38, 58, 63]"
lvbench:3997,lvbench,plain_dpp_8,"[20, 21, 27, 38, 51, 58, 62, 63]"
lvbench:4005,lvbench,mdp3_8,"[4, 6, 23, 24, 40, 54, 62, 63]"
lvbench:4005,lvbench,plain_dpp_8,"[6, 19, 24, 30, 40, 54, 62, 63]"
lvbench:4010,lvbench,mdp3_8,"[6, 23, 24, 30, 32, 45, 62, 63]"
lvbench:4010,lvbench,plain_dpp_8,"[6, 19, 23, 24, 30, 32, 61, 63]"
lvbench:4015,lvbench,mdp3_8,"[0, 6, 12, 24, 30, 54, 62, 63]"
lvbench:4015,lvbench,plain_dpp_8,"[6, 12, 23, 24, 30, 32, 62, 63]"
lvbench:4025,lvbench,mdp3_8,"[4, 6, 10, 24, 30, 40, 62, 63]"
lvbench:4025,lvbench,plain_dpp_8,"[4, 6, 10, 24, 30, 39, 62, 63]"
lvbench:4027,lvbench,mdp3_8,"[6, 12, 19, 24, 30, 54, 62, 63]"
lvbench:4027,lvbench,plain_dpp_8,"[6, 12, 19, 24, 30, 32, 62, 63]"
lvbench:403,lvbench,mdp3_8,"[5, 10, 37, 38, 39, 49, 51, 53]"
lvbench:403,lvbench,plain_dpp_8,"[5, 10, 37, 38, 39, 49, 51, 53]"
lvbench:4054,lvbench,mdp3_8,"[0, 2, 5, 6, 7, 51, 62, 63]"
lvbench:4054,lvbench,plain_dpp_8,"[0, 2, 5, 6, 7, 18, 62, 63]"
lvbench:4055,lvbench,mdp3_8,"[3, 4, 7, 8, 21, 59, 60, 62]"
lvbench:4055,lvbench,plain_dpp_8,"[3, 4, 7, 8, 56, 59, 60, 62]"
lvbench:4058,lvbench,mdp3_8,"[3, 6, 10, 30, 33, 43, 62, 63]"
lvbench:4058,lvbench,plain_dpp_8,"[3, 6, 7, 30, 33, 43, 62, 63]"
lvbench:4086,lvbench,mdp3_8,"[11, 13, 19, 29, 41, 51, 54, 56]"
lvbench:4086,lvbench,plain_dpp_8,"[11, 16, 19, 29, 31, 51, 56, 63]"
lvbench:4090,lvbench,mdp3_8,"[1, 3, 4, 16, 32, 51, 53, 63]"
lvbench:4090,lvbench,plain_dpp_8,"[1, 11, 16, 32, 51, 53, 56, 63]"
lvbench:4098,lvbench,mdp3_8,"[4, 11, 18, 22, 29, 33, 51, 63]"
lvbench:4098,lvbench,plain_dpp_8,"[18, 29, 33, 41, 51, 56, 60, 63]"
lvbench:41,lvbench,mdp3_8,"[3, 12, 26, 29, 36, 37, 60, 62]"
lvbench:41,lvbench,plain_dpp_8,"[3, 12, 26, 29, 36, 37, 60, 62]"
lvbench:4104,lvbench,mdp3_8,"[1, 6, 31, 36, 47, 51, 57, 63]"
lvbench:4104,lvbench,plain_dpp_8,"[18, 31, 36, 47, 51, 57, 58, 63]"
lvbench:4114,lvbench,mdp3_8,"[3, 5, 10, 20, 25, 37, 40, 60]"
lvbench:4114,lvbench,plain_dpp_8,"[3, 5, 8, 20, 25, 37, 40, 47]"
lvbench:4119,lvbench,mdp3_8,"[5, 17, 19, 20, 32, 47, 56, 60]"
lvbench:4119,lvbench,plain_dpp_8,"[5, 17, 19, 33, 47, 48, 56, 60]"
lvbench:412,lvbench,mdp3_8,"[10, 15, 24, 31, 37, 39, 48, 56]"
lvbench:412,lvbench,plain_dpp_8,"[10, 15, 24, 31, 35, 37, 39, 56]"
lvbench:4128,lvbench,mdp3_8,"[7, 19, 20, 26, 43, 47, 48, 57]"
lvbench:4128,lvbench,plain_dpp_8,"[5, 18, 19, 20, 26, 47, 48, 57]"
lvbench:4132,lvbench,mdp3_8,"[19, 23, 24, 25, 55, 56, 59, 60]"
lvbench:4132,lvbench,plain_dpp_8,"[19, 23, 24, 25, 55, 56, 59, 60]"
lvbench:4133,lvbench,mdp3_8,"[2, 11, 20, 35, 48, 56, 61, 62]"
lvbench:4133,lvbench,plain_dpp_8,"[11, 25, 36, 48, 51, 56, 61, 62]"
lvbench:414,lvbench,mdp3_8,"[10, 24, 35, 37, 39, 55, 62, 63]"
lvbench:414,lvbench,plain_dpp_8,"[10, 24, 35, 37, 39, 55, 62, 63]"
lvbench:4146,lvbench,mdp3_8,"[4, 5, 13, 14, 16, 32, 48, 57]"
lvbench:4146,lvbench,plain_dpp_8,"[4, 17, 32, 37, 42, 45, 48, 57]"
lvbench:4151,lvbench,mdp3_8,"[2, 3, 19, 23, 26, 32, 36, 46]"
lvbench:4151,lvbench,plain_dpp_8,"[2, 3, 11, 26, 32, 37, 45, 46]"
lvbench:4152,lvbench,mdp3_8,"[2, 11, 12, 19, 26, 32, 36, 49]"
lvbench:4152,lvbench,plain_dpp_8,"[2, 11, 12, 26, 31, 32, 36, 49]"
lvbench:416,lvbench,mdp3_8,"[7, 14, 27, 29, 32, 35, 39, 61]"
lvbench:416,lvbench,plain_dpp_8,"[7, 29, 32, 35, 39, 45, 61, 62]"
lvbench:4160,lvbench,mdp3_8,"[0, 2, 17, 19, 26, 32, 45, 63]"
lvbench:4160,lvbench,plain_dpp_8,"[0, 2, 5, 17, 19, 26, 30, 45]"
lvbench:4169,lvbench,mdp3_8,"[0, 6, 21, 26, 49, 50, 55, 60]"
lvbench:4169,lvbench,plain_dpp_8,"[0, 6, 21, 26, 33, 49, 51, 60]"
lvbench:417,lvbench,mdp3_8,"[21, 24, 29, 30, 36, 39, 40, 48]"
lvbench:417,lvbench,plain_dpp_8,"[21, 29, 30, 36, 39, 40, 48, 62]"
lvbench:4182,lvbench,mdp3_8,"[12, 16, 21, 26, 30, 33, 49, 63]"
lvbench:4182,lvbench,plain_dpp_8,"[12, 14, 15, 16, 22, 32, 33, 46]"
lvbench:4188,lvbench,mdp3_8,"[3, 6, 12, 16, 33, 42, 55, 61]"
lvbench:4188,lvbench,plain_dpp_8,"[3, 6, 16, 42, 52, 54, 55, 61]"
lvbench:4197,lvbench,mdp3_8,"[5, 6, 7, 13, 23, 32, 49, 58]"
lvbench:4197,lvbench,plain_dpp_8,"[5, 6, 13, 23, 26, 37, 55, 58]"
lvbench:4198,lvbench,mdp3_8,"[5, 9, 20, 26, 30, 34, 49, 58]"
lvbench:4198,lvbench,plain_dpp_8,"[5, 20, 26, 30, 34, 58, 59, 61]"
lvbench:4201,lvbench,mdp3_8,"[5, 7, 19, 26, 46, 50, 58, 63]"
lvbench:4201,lvbench,plain_dpp_8,"[3, 5, 10, 19, 26, 41, 46, 63]"
lvbench:4207,lvbench,mdp3_8,"[5, 9, 11, 13, 34, 46, 49, 55]"
lvbench:4207,lvbench,plain_dpp_8,"[9, 11, 13, 14, 26, 46, 49, 55]"
lvbench:4212,lvbench,mdp3_8,"[9, 20, 23, 26, 34, 35, 42, 53]"
lvbench:4212,lvbench,plain_dpp_8,"[5, 16, 20, 26, 34, 42, 52, 53]"
lvbench:4215,lvbench,mdp3_8,"[5, 9, 20, 24, 26, 34, 46, 49]"
lvbench:4215,lvbench,plain_dpp_8,"[9, 20, 24, 26, 46, 49, 55, 62]"
lvbench:4222,lvbench,mdp3_8,"[0, 1, 17, 29, 48, 59, 62, 63]"
lvbench:4222,lvbench,plain_dpp_8,"[0, 17, 29, 36, 48, 58, 59, 62]"
lvbench:4223,lvbench,mdp3_8,"[1, 2, 4, 32, 36, 50, 59, 62]"
lvbench:4223,lvbench,plain_dpp_8,"[1, 2, 4, 17, 36, 49, 50, 59]"
lvbench:4226,lvbench,mdp3_8,"[1, 23, 28, 29, 43, 48, 58, 62]"
lvbench:4226,lvbench,plain_dpp_8,"[28, 29, 36, 43, 49, 57, 58, 62]"
lvbench:4243,lvbench,mdp3_8,"[0, 1, 3, 18, 42, 59, 61, 63]"
lvbench:4243,lvbench,plain_dpp_8,"[0, 1, 3, 18, 42, 54, 59, 61]"
lvbench:4305,lvbench,mdp3_8,"[3, 6, 14, 37, 52, 59, 62, 63]"
lvbench:4305,lvbench,plain_dpp_8,"[3, 6, 7, 13, 14, 19, 60, 62]"
lvbench:4307,lvbench,mdp3_8,"[3, 7, 8, 12, 13, 15, 62, 63]"
lvbench:4307,lvbench,plain_dpp_8,"[3, 7, 8, 12, 13, 15, 51, 62]"
lvbench:4319,lvbench,mdp3_8,"[0, 3, 13, 14, 19, 40, 59, 62]"
lvbench:4319,lvbench,plain_dpp_8,"[3, 6, 13, 14, 19, 49, 59, 62]"
lvbench:4320,lvbench,mdp3_8,"[1, 3, 13, 34, 39, 58, 59, 62]"
lvbench:4320,lvbench,plain_dpp_8,"[3, 7, 13, 15, 39, 52, 58, 62]"
lvbench:4324,lvbench,mdp3_8,"[3, 7, 10, 13, 15, 34, 59, 62]"
lvbench:4324,lvbench,plain_dpp_8,"[3, 7, 13, 14, 30, 34, 59, 62]"
lvbench:4325,lvbench,mdp3_8,"[3, 7, 13, 14, 19, 23, 42, 62]"
lvbench:4325,lvbench,plain_dpp_8,"[3, 7, 13, 14, 23, 42, 58, 62]"
lvbench:4330,lvbench,mdp3_8,"[0, 11, 12, 16, 19, 23, 59, 63]"
lvbench:4330,lvbench,plain_dpp_8,"[0, 6, 11, 12, 16, 19, 23, 59]"
lvbench:4331,lvbench,mdp3_8,"[1, 4, 16, 21, 22, 47, 59, 62]"
lvbench:4331,lvbench,plain_dpp_8,"[1, 4, 11, 12, 16, 22, 47, 59]"
lvbench:4339,lvbench,mdp3_8,"[1, 3, 4, 24, 45, 47, 58, 59]"
lvbench:4339,lvbench,plain_dpp_8,"[1, 4, 13, 24, 45, 47, 58, 59]"
lvbench:4343,lvbench,mdp3_8,"[9, 11, 12, 19, 22, 51, 58, 59]"
lvbench:4343,lvbench,plain_dpp_8,"[1, 11, 12, 19, 22, 51, 54, 59]"
lvbench:4345,lvbench,mdp3_8,"[3, 4, 12, 13, 24, 51, 54, 59]"
lvbench:4345,lvbench,plain_dpp_8,"[1, 3, 4, 12, 13, 24, 57, 59]"
lvbench:4350,lvbench,mdp3_8,"[0, 1, 4, 16, 23, 45, 57, 63]"
lvbench:4350,lvbench,plain_dpp_8,"[0, 1, 4, 11, 16, 23, 57, 59]"
lvbench:4454,lvbench,mdp3_8,"[9, 12, 13, 24, 31, 43, 49, 62]"
lvbench:4454,lvbench,plain_dpp_8,"[0, 12, 13, 24, 31, 42, 49, 62]"
lvbench:4461,lvbench,mdp3_8,"[8, 13, 16, 24, 31, 33, 46, 52]"
lvbench:4461,lvbench,plain_dpp_8,"[8, 13, 16, 24, 31, 46, 48, 52]"
lvbench:4471,lvbench,mdp3_8,"[3, 4, 13, 21, 31, 42, 57, 59]"
lvbench:4471,lvbench,plain_dpp_8,"[3, 4, 13, 21, 31, 37, 42, 57]"
lvbench:4472,lvbench,mdp3_8,"[4, 13, 18, 30, 31, 38, 42, 46]"
lvbench:4472,lvbench,plain_dpp_8,"[4, 13, 18, 24, 28, 30, 31, 42]"
lvbench:4490,lvbench,mdp3_8,"[1, 3, 24, 31, 36, 44, 49, 50]"
lvbench:4490,lvbench,plain_dpp_8,"[3, 24, 31, 36, 39, 44, 49, 50]"
lvbench:4491,lvbench,mdp3_8,"[1, 3, 13, 14, 16, 44, 49, 56]"
lvbench:4491,lvbench,plain_dpp_8,"[3, 7, 13, 16, 36, 44, 49, 56]"
lvbench:4495,lvbench,mdp3_8,"[3, 8, 21, 24, 26, 36, 39, 61]"
lvbench:4495,lvbench,plain_dpp_8,"[3, 8, 24, 26, 36, 39, 52, 61]"
lvbench:4496,lvbench,mdp3_8,"[1, 3, 6, 24, 25, 44, 49, 56]"
lvbench:4496,lvbench,plain_dpp_8,"[3, 6, 24, 25, 26, 44, 49, 56]"
lvbench:4498,lvbench,mdp3_8,"[8, 24, 25, 26, 39, 50, 52, 56]"
lvbench:4498,lvbench,plain_dpp_8,"[8, 25, 26, 36, 50, 52, 53, 56]"
lvbench:4500,lvbench,mdp3_8,"[8, 20, 25, 27, 32, 39, 52, 53]"
lvbench:4500,lvbench,plain_dpp_8,"[3, 8, 20, 25, 32, 50, 52, 53]"
lvbench:4599,lvbench,mdp3_8,"[11, 15, 17, 18, 19, 33, 48, 57]"
lvbench:4599,lvbench,plain_dpp_8,"[15, 17, 18, 19, 30, 33, 48, 57]"
lvbench:46,lvbench,mdp3_8,"[2, 7, 15, 26, 28, 36, 58, 62]"
lvbench:46,lvbench,plain_dpp_8,"[7, 15, 22, 26, 28, 50, 51, 62]"
lvbench:4607,lvbench,mdp3_8,"[4, 8, 16, 19, 51, 53, 57, 58]"
lvbench:4607,lvbench,plain_dpp_8,"[8, 16, 19, 45, 53, 54, 57, 58]"
lvbench:4683,lvbench,mdp3_8,"[4, 15, 25, 29, 35, 49, 52, 58]"
lvbench:4683,lvbench,plain_dpp_8,"[0, 29, 35, 47, 49, 52, 58, 61]"
lvbench:4691,lvbench,mdp3_8,"[1, 11, 19, 24, 41, 50, 52, 58]"
lvbench:4691,lvbench,plain_dpp_8,"[1, 11, 19, 24, 30, 50, 52, 58]"
lvbench:4694,lvbench,mdp3_8,"[3, 4, 26, 29, 39, 44, 46, 56]"
lvbench:4694,lvbench,plain_dpp_8,"[4, 29, 37, 39, 44, 46, 49, 56]"
lvbench:47,lvbench,mdp3_8,"[5, 7, 24, 30, 31, 36, 37, 51]"
lvbench:47,lvbench,plain_dpp_8,"[5, 7, 24, 31, 36, 37, 51, 62]"
lvbench:4703,lvbench,mdp3_8,"[0, 3, 4, 14, 35, 39, 40, 46]"
lvbench:4703,lvbench,plain_dpp_8,"[0, 3, 4, 14, 35, 39, 40, 46]"
lvbench:4704,lvbench,mdp3_8,"[1, 2, 24, 29, 36, 41, 50, 56]"
lvbench:4704,lvbench,plain_dpp_8,"[1, 24, 29, 35, 36, 41, 50, 56]"
lvbench:4706,lvbench,mdp3_8,"[1, 10, 24, 30, 37, 41, 52, 53]"
lvbench:4706,lvbench,plain_dpp_8,"[1, 10, 25, 30, 37, 41, 52, 53]"
lvbench:4717,lvbench,mdp3_8,"[0, 13, 30, 38, 39, 42, 48, 50]"
lvbench:4717,lvbench,plain_dpp_8,"[0, 13, 30, 39, 42, 48, 50, 54]"
lvbench:4724,lvbench,mdp3_8,"[9, 27, 30, 35, 45, 48, 49, 53]"
lvbench:4724,lvbench,plain_dpp_8,"[0, 30, 35, 41, 45, 48, 49, 53]"
lvbench:4725,lvbench,mdp3_8,"[9, 24, 30, 36, 39, 42, 43, 48]"
lvbench:4725,lvbench,plain_dpp_8,"[0, 9, 36, 39, 42, 43, 48, 50]"
lvbench:4730,lvbench,mdp3_8,"[3, 9, 39, 42, 48, 50, 54, 62]"
lvbench:4730,lvbench,plain_dpp_8,"[3, 9, 39, 42, 48, 50, 54, 62]"
lvbench:4747,lvbench,mdp3_8,"[9, 21, 24, 27, 33, 41, 56, 63]"
lvbench:4747,lvbench,plain_dpp_8,"[21, 24, 33, 37, 41, 42, 43, 63]"
lvbench:4748,lvbench,mdp3_8,"[19, 22, 24, 27, 33, 52, 62, 63]"
lvbench:4748,lvbench,plain_dpp_8,"[19, 22, 24, 27, 33, 52, 62, 63]"
lvbench:4765,lvbench,mdp3_8,"[24, 27, 30, 37, 39, 41, 56, 63]"
lvbench:4765,lvbench,plain_dpp_8,"[24, 30, 37, 39, 41, 42, 56, 63]"
lvbench:4783,lvbench,mdp3_8,"[9, 22, 23, 25, 26, 30, 37, 51]"
lvbench:4783,lvbench,plain_dpp_8,"[7, 9, 22, 23, 25, 26, 30, 37]"
lvbench:4789,lvbench,mdp3_8,"[2, 17, 25, 26, 29, 30, 40, 59]"
lvbench:4789,lvbench,plain_dpp_8,"[2, 17, 25, 26, 29, 33, 40, 59]"
lvbench:4792,lvbench,mdp3_8,"[5, 9, 22, 28, 30, 32, 44, 62]"
lvbench:4792,lvbench,plain_dpp_8,"[5, 9, 22, 28, 30, 39, 44, 50]"
lvbench:4794,lvbench,mdp3_8,"[7, 10, 15, 31, 42, 55, 61, 62]"
lvbench:4794,lvbench,plain_dpp_8,"[7, 9, 10, 15, 24, 31, 61, 62]"
lvbench:4831,lvbench,mdp3_8,"[1, 13, 25, 26, 36, 38, 42, 63]"
lvbench:4831,lvbench,plain_dpp_8,"[1, 9, 13, 25, 26, 31, 36, 63]"
lvbench:4838,lvbench,mdp3_8,"[1, 3, 5, 9, 42, 44, 47, 63]"
lvbench:4838,lvbench,plain_dpp_8,"[1, 3, 5, 9, 42, 44, 47, 63]"
lvbench:484,lvbench,mdp3_8,"[0, 2, 3, 18, 41, 52, 60, 62]"
lvbench:484,lvbench,plain_dpp_8,"[0, 2, 3, 8, 18, 41, 60, 62]"
lvbench:4845,lvbench,mdp3_8,"[0, 1, 5, 19, 36, 48, 55, 56]"
lvbench:4845,lvbench,plain_dpp_8,"[1, 5, 19, 36, 48, 52, 55, 56]"
lvbench:4847,lvbench,mdp3_8,"[1, 3, 4, 9, 42, 47, 48, 52]"
lvbench:4847,lvbench,plain_dpp_8,"[1, 3, 4, 9, 42, 47, 48, 52]"
lvbench:4849,lvbench,mdp3_8,"[0, 1, 9, 26, 38, 47, 52, 55]"
lvbench:4849,lvbench,plain_dpp_8,"[0, 1, 9, 26, 36, 38, 47, 52]"
lvbench:4852,lvbench,mdp3_8,"[1, 9, 10, 13, 38, 41, 56, 58]"
lvbench:4852,lvbench,plain_dpp_8,"[1, 9, 13, 38, 41, 44, 56, 58]"
lvbench:487,lvbench,mdp3_8,"[11, 18, 24, 25, 26, 49, 52, 55]"
lvbench:487,lvbench,plain_dpp_8,"[11, 18, 24, 25, 26, 27, 33, 52]"
lvbench:491,lvbench,mdp3_8,"[8, 9, 18, 25, 26, 42, 49, 60]"
lvbench:491,lvbench,plain_dpp_8,"[0, 8, 9, 18, 25, 26, 41, 49]"
lvbench:4957,lvbench,mdp3_8,"[2, 4, 5, 29, 31, 35, 47, 57]"
lvbench:4957,lvbench,plain_dpp_8,"[2, 4, 19, 29, 31, 46, 47, 57]"
lvbench:4961,lvbench,mdp3_8,"[2, 16, 27, 31, 35, 43, 55, 59]"
lvbench:4961,lvbench,plain_dpp_8,"[2, 27, 29, 31, 35, 43, 55, 59]"
lvbench:4966,lvbench,mdp3_8,"[12, 27, 41, 47, 48, 59, 61, 62]"
lvbench:4966,lvbench,plain_dpp_8,"[12, 19, 27, 41, 47, 48, 59, 61]"
lvbench:4969,lvbench,mdp3_8,"[5, 10, 15, 35, 53, 54, 57, 59]"
lvbench:4969,lvbench,plain_dpp_8,"[5, 10, 15, 36, 53, 54, 57, 59]"
lvbench:4972,lvbench,mdp3_8,"[12, 15, 28, 29, 31, 46, 47, 59]"
lvbench:4972,lvbench,plain_dpp_8,"[12, 15, 28, 29, 31, 46, 47, 59]"
lvbench:4976,lvbench,mdp3_8,"[10, 19, 29, 31, 34, 49, 51, 54]"
lvbench:4976,lvbench,plain_dpp_8,"[19, 29, 31, 34, 49, 51, 54, 59]"
lvbench:4977,lvbench,mdp3_8,"[15, 27, 28, 30, 31, 35, 42, 47]"
lvbench:4977,lvbench,plain_dpp_8,"[15, 27, 28, 30, 31, 42, 47, 59]"
lvbench:4982,lvbench,mdp3_8,"[0, 3, 8, 16, 25, 41, 58, 62]"
lvbench:4982,lvbench,plain_dpp_8,"[0, 3, 8, 17, 41, 50, 58, 62]"
lvbench:499,lvbench,mdp3_8,"[0, 3, 12, 13, 24, 37, 40, 53]"
lvbench:499,lvbench,plain_dpp_8,"[0, 3, 7, 12, 19, 24, 37, 40]"
lvbench:5003,lvbench,mdp3_8,"[2, 13, 14, 27, 41, 43, 61, 62]"
lvbench:5003,lvbench,plain_dpp_8,"[2, 5, 13, 27, 41, 43, 61, 62]"
lvbench:503,lvbench,mdp3_8,"[3, 7, 15, 24, 44, 56, 59, 61]"
lvbench:503,lvbench,plain_dpp_8,"[3, 7, 15, 23, 24, 44, 59, 61]"
lvbench:5048,lvbench,mdp3_8,"[10, 14, 27, 42, 44, 48, 62, 63]"
lvbench:5048,lvbench,plain_dpp_8,"[10, 14, 27, 42, 44, 48, 62, 63]"
lvbench:5049,lvbench,mdp3_8,"[0, 1, 8, 25, 27, 44, 49, 55]"
lvbench:5049,lvbench,plain_dpp_8,"[0, 1, 25, 27, 37, 44, 49, 55]"
lvbench:5054,lvbench,mdp3_8,"[8, 26, 27, 34, 55, 56, 62, 63]"
lvbench:5054,lvbench,plain_dpp_8,"[8, 26, 27, 42, 56, 59, 62, 63]"
lvbench:5061,lvbench,mdp3_8,"[0, 1, 16, 21, 26, 42, 44, 48]"
lvbench:5061,lvbench,plain_dpp_8,"[0, 16, 21, 26, 30, 42, 44, 48]"
lvbench:5064,lvbench,mdp3_8,"[0, 1, 3, 6, 11, 13, 32, 63]"
lvbench:5064,lvbench,plain_dpp_8,"[1, 3, 6, 11, 13, 19, 32, 63]"
lvbench:5069,lvbench,mdp3_8,"[5, 6, 13, 17, 19, 35, 40, 49]"
lvbench:5069,lvbench,plain_dpp_8,"[5, 6, 13, 17, 19, 35, 40, 55]"
lvbench:5070,lvbench,mdp3_8,"[3, 13, 17, 19, 41, 49, 53, 61]"
lvbench:5070,lvbench,plain_dpp_8,"[3, 13, 19, 39, 41, 49, 53, 61]"
lvbench:5075,lvbench,mdp3_8,"[3, 11, 13, 22, 23, 42, 49, 60]"
lvbench:5075,lvbench,plain_dpp_8,"[3, 11, 13, 22, 23, 42, 49, 60]"
lvbench:5078,lvbench,mdp3_8,"[2, 11, 14, 19, 20, 39, 45, 49]"
lvbench:5078,lvbench,plain_dpp_8,"[2, 5, 11, 14, 19, 20, 39, 49]"
lvbench:5086,lvbench,mdp3_8,"[2, 6, 11, 14, 17, 45, 46, 49]"
lvbench:5086,lvbench,plain_dpp_8,"[2, 6, 11, 14, 17, 45, 46, 49]"
lvbench:5088,lvbench,mdp3_8,"[13, 14, 19, 20, 31, 38, 45, 55]"
lvbench:5088,lvbench,plain_dpp_8,"[13, 14, 19, 20, 36, 38, 47, 55]"
lvbench:510,lvbench,mdp3_8,"[0, 8, 9, 13, 27, 37, 56, 63]"
lvbench:510,lvbench,plain_dpp_8,"[0, 8, 9, 10, 27, 37, 49, 56]"
lvbench:5102,lvbench,mdp3_8,"[0, 2, 20, 26, 28, 35, 43, 59]"
lvbench:5102,lvbench,plain_dpp_8,"[0, 2, 20, 26, 28, 35, 39, 43]"
lvbench:5113,lvbench,mdp3_8,"[0, 9, 13, 23, 48, 53, 55, 57]"
lvbench:5113,lvbench,plain_dpp_8,"[0, 4, 9, 14, 23, 44, 53, 57]"
lvbench:5114,lvbench,mdp3_8,"[0, 9, 28, 30, 36, 39, 40, 60]"
lvbench:5114,lvbench,plain_dpp_8,"[0, 9, 28, 30, 36, 39, 40, 49]"
lvbench:5118,lvbench,mdp3_8,"[0, 26, 27, 28, 34, 37, 39, 57]"
lvbench:5118,lvbench,plain_dpp_8,"[26, 27, 28, 34, 37, 39, 57, 59]"
lvbench:5124,lvbench,mdp3_8,"[0, 13, 22, 26, 36, 40, 59, 62]"
lvbench:5124,lvbench,plain_dpp_8,"[0, 13, 26, 36, 39, 40, 59, 62]"
lvbench:5127,lvbench,mdp3_8,"[2, 3, 5, 11, 16, 22, 32, 37]"
lvbench:5127,lvbench,plain_dpp_8,"[2, 3, 5, 11, 16, 22, 32, 37]"
lvbench:5129,lvbench,mdp3_8,"[0, 1, 16, 28, 35, 48, 57, 63]"
lvbench:5129,lvbench,plain_dpp_8,"[0, 1, 16, 28, 35, 47, 48, 57]"
lvbench:5132,lvbench,mdp3_8,"[0, 1, 5, 22, 40, 48, 53, 63]"
lvbench:5132,lvbench,plain_dpp_8,"[0, 1, 5, 22, 28, 40, 48, 53]"
lvbench:5142,lvbench,mdp3_8,"[3, 5, 11, 20, 24, 37, 48, 54]"
lvbench:5142,lvbench,plain_dpp_8,"[3, 5, 11, 20, 24, 37, 47, 48]"
lvbench:5145,lvbench,mdp3_8,"[3, 20, 24, 30, 35, 48, 51, 53]"
lvbench:5145,lvbench,plain_dpp_8,"[20, 24, 30, 34, 48, 51, 53, 60]"
lvbench:5148,lvbench,mdp3_8,"[1, 11, 15, 20, 24, 32, 40, 48]"
lvbench:5148,lvbench,plain_dpp_8,"[1, 11, 15, 20, 24, 32, 40, 48]"
lvbench:5150,lvbench,mdp3_8,"[1, 2, 4, 24, 26, 45, 48, 54]"
lvbench:5150,lvbench,plain_dpp_8,"[1, 2, 4, 24, 26, 45, 48, 60]"
lvbench:516,lvbench,mdp3_8,"[3, 15, 21, 22, 23, 41, 43, 44]"
lvbench:516,lvbench,plain_dpp_8,"[3, 15, 17, 21, 22, 23, 41, 43]"
lvbench:5161,lvbench,mdp3_8,"[1, 3, 4, 32, 36, 45, 56, 62]"
lvbench:5161,lvbench,plain_dpp_8,"[1, 3, 4, 27, 32, 36, 56, 62]"
lvbench:5162,lvbench,mdp3_8,"[7, 8, 11, 15, 22, 33, 36, 43]"
lvbench:5162,lvbench,plain_dpp_8,"[7, 8, 11, 12, 15, 22, 30, 33]"
lvbench:5168,lvbench,mdp3_8,"[5, 8, 9, 15, 26, 33, 37, 60]"
lvbench:5168,lvbench,plain_dpp_8,"[5, 8, 9, 15, 26, 33, 42, 60]"
lvbench:5171,lvbench,mdp3_8,"[2, 9, 19, 23, 37, 38, 52, 54]"
